sample_id,ctau_mm,config_sha256,aa4,aa5,aa6
fcd9ff83da939385,1000.0,8307b3d1b49b9188d4b82d77916c864b4a33c00893a52e4a11150d895ca2a661,PASS,PASS,PASS
4ad3896b59cb0d92,1000.0,a192f99290c987989e96ada9e0d7d1aff6b28e495167ea48b8f6ea7207714d2d,PASS,PASS,PASS
743390d495cb995c,1000.0,e4761809587d9ced5286578385580a7a391566a3349fe44fc99756d88ee18e66,PASS,PASS,PASS
660021fb118f5f92,1.0,ac7827e7bf94fc40988f5ada6d79e11441e767cf9f2ee8d80b4932e5a2a32370,PASS,PASS,PASS
7d6ffaa5822da03f,1.0,72d9a0e509b27b16320f8ff5b2c82eecb714e62f03b3f9f0b53de105f638dbe2,PASS,PASS,PASS
c50900cc55623ce4,1.0,76ad275649a7dc46a10341d169134822fa79a27b6360eb11f74864d6af384979,PASS,PASS,PASS
9db01cdd5f1bc783,50000.0,778b3b0a89692071baab5a46221d0d1f2d305ab843428895d6c6ce2cf2fd0d47,PASS,PASS,PASS
b3f66512c7b91693,50000.0,9fbf7a5b96f411c9a0142ad8ca5a3760e5e9d65ba3a040729d26dfb18fec93b2,PASS,PASS,PASS
79ba74fb49c2f8c4,50000.0,31cd4aa9f8c9597b423fe6a08af15afdc2702fad2fb350223670bbf5c5397986,PASS,PASS,PASS
